transaction_id,sale_date,taxing_state,rate_applied,sale_price,trade_in_value,taxable_base,tax_owed,tax_collected,variance,category
T001434,2025-04-05,OH,0.0725,14580.95,0.0,14580.95,1057.12,1057.12,0.0,clean
T001435,2025-01-22,OH,0.0725,28062.12,0.0,28062.12,2034.5,2034.49,-0.01,clean
T001436,2025-05-09,TX,0.0625,36844.37,0.0,36844.37,2302.77,2302.77,0.0,clean
T001437,2025-04-26,PA,0.06,17761.81,8227.36,9534.45,572.07,572.05,-0.02,clean
T001438,2025-03-24,FL,0.07,16617.56,0.0,16617.56,1163.23,997.05,-166.18,rate_mismatch
T001439,2025-06-14,OH,0.0725,21851.09,5277.41,16573.68,1201.59,1201.61,0.02,clean
T001440,2025-03-03,IL,0.0725,33968.66,0.0,33968.66,2462.73,2462.74,0.01,clean
T001441,2025-07-17,GA,0.07,20096.22,0.0,20096.22,1406.74,1406.78,0.04,clean
T001442,2025-08-21,NC,0.03,23946.23,0.0,23946.23,718.39,718.36,-0.03,clean
T001443,2025-07-18,TX,0.0625,44144.75,0.0,44144.75,2759.05,2759.05,0.0,clean
T001444,2025-12-30,OH,0.0725,34886.35,0.0,34886.35,2529.26,2529.25,-0.01,clean
T001445,2025-08-20,NC,0.03,23245.76,0.0,23245.76,697.37,697.35,-0.02,clean
T001446,2025-04-22,NC,0.03,29360.75,0.0,29360.75,880.82,880.84,0.02,clean
T001447,2025-07-11,PA,0.06,27594.37,7078.86,20515.51,1230.93,1230.96,0.03,clean
T001448,2025-07-31,OH,0.0725,13134.08,5525.21,7608.87,551.64,551.6,-0.04,clean
T001449,2025-04-16,NY,0.08,22140.89,0.0,22140.89,1771.27,1771.29,0.02,clean
T001450,2025-03-19,IL,0.0725,22617.14,0.0,22617.14,1639.74,1639.74,0.0,clean
T001451,2025-11-18,TX,0.0625,34724.06,0.0,34724.06,2170.25,2170.24,-0.01,clean
T001452,2025-02-16,CA,0.0875,20739.16,0.0,20739.16,1814.68,2022.07,207.39,rate_mismatch
T001453,2025-10-26,CA,0.0875,35985.7,0.0,35985.7,3148.75,3148.72,-0.03,clean
T001454,2025-03-19,IL,0.0725,17196.03,9700.15,7495.88,543.45,543.43,-0.02,clean
T001455,2025-05-08,PA,0.06,40492.47,0.0,40492.47,2429.55,2429.54,-0.01,clean
T001456,2025-07-14,NC,0.03,23900.83,0.0,23900.83,717.02,717.05,0.03,clean
T001457,2025-09-09,OH,0.0725,38259.09,0.0,38259.09,2773.78,2773.79,0.01,clean
T001458,2025-03-18,OH,0.0725,15581.78,0.0,15581.78,1129.68,1129.65,-0.03,clean
T001459,2025-11-05,NY,0.08,41260.86,0.0,41260.86,3300.87,3300.85,-0.02,clean
T001460,2025-09-20,NC,0.03,20048.54,0.0,20048.54,601.46,601.48,0.02,clean
T001461,2025-05-15,PA,0.06,23344.52,0.0,23344.52,1400.67,1167.23,-233.44,rate_mismatch
T001462,2025-10-21,PA,0.06,11154.66,0.0,11154.66,669.28,669.27,-0.01,clean
T001463,2025-07-07,NC,0.03,32056.94,0.0,32056.94,961.71,961.71,0.0,clean
T001464,2025-09-08,NC,0.03,20078.5,7628.82,12449.68,373.49,602.36,228.87,tradein_credit_error
T001465,2025-03-07,CA,0.0875,32158.62,7388.95,32158.62,2813.88,2813.91,0.03,clean
T001466,2025-01-05,NY,0.08,29649.57,0.0,29649.57,2371.97,2372.0,0.03,clean
T001467,2025-08-24,NY,0.08,27279.49,0.0,27279.49,2182.36,2182.39,0.03,clean
T001468,2025-02-11,OH,0.0725,17804.48,0.0,17804.48,1290.82,1112.78,-178.04,rate_mismatch
T001469,2025-07-18,GA,0.07,20882.93,0.0,20882.93,1461.81,1461.79,-0.02,clean
T001470,2025-12-13,IL,0.0725,26362.19,0.0,26362.19,1911.26,1911.24,-0.02,clean
T001471,2025-10-05,CA,0.0875,25991.96,6487.7,25991.96,2274.3,2274.29,-0.01,clean
T001472,2025-10-31,GA,0.07,20397.61,0.0,20397.61,1427.83,1427.81,-0.02,clean
T001473,2025-01-04,CA,0.0875,27861.47,0.0,27861.47,2437.88,2437.91,0.03,clean
T001474,2025-01-31,PA,0.06,27013.57,0.0,27013.57,1620.81,1620.8,-0.01,clean
T001475,2025-07-05,AZ,0.081,28970.73,0.0,28970.73,2346.63,2346.65,0.02,clean
T001476,2025-09-03,IL,0.0725,21852.42,0.0,21852.42,1584.3,1584.32,0.02,clean
T001477,2025-07-29,IL,0.0725,23661.49,0.0,23661.49,1715.46,1715.46,0.0,clean
T001478,2025-07-17,CA,0.0875,22775.63,5825.39,22775.63,1992.87,1992.9,0.03,clean
T001479,2025-03-30,TX,0.0625,16845.23,0.0,16845.23,1052.83,1052.81,-0.02,clean
T001480,2025-09-12,AZ,0.081,22257.73,0.0,22257.73,1802.88,1802.88,0.0,clean
T001481,2025-08-11,FL,0.07,38305.12,22509.62,15795.5,1105.69,1105.7,0.01,clean
T001482,2025-03-14,IL,0.0725,19036.71,0.0,19036.71,1380.16,1380.15,-0.01,clean
T001483,2025-06-09,CA,0.0875,28602.84,0.0,28602.84,2502.75,2502.77,0.02,clean
T001484,2025-03-07,PA,0.06,21836.04,0.0,21836.04,1310.16,1310.15,-0.01,clean
T001485,2025-04-30,PA,0.06,36255.54,0.0,36255.54,2175.33,2175.32,-0.01,clean
T001486,2025-04-10,GA,0.07,35861.03,0.0,35861.03,2510.27,2510.25,-0.02,clean
T001487,2025-10-16,CA,0.0875,23757.58,9607.19,23757.58,2078.79,2078.79,0.0,clean
T001488,2025-05-17,AZ,0.081,13887.9,0.0,13887.9,1124.92,1124.88,-0.04,clean
T001489,2025-05-07,IL,0.0725,18755.77,6423.24,12332.53,894.11,894.11,0.0,clean
T001490,2025-06-10,FL,0.07,26660.43,0.0,26660.43,1866.23,1866.21,-0.02,clean
T001491,2025-09-16,TX,0.0625,20095.96,0.0,20095.96,1256.0,1255.96,-0.04,clean
T001492,2025-11-30,CA,0.0875,27594.08,0.0,27594.08,2414.48,2414.49,0.01,clean
T001493,2025-06-10,NY,0.08,15470.73,0.0,15470.73,1237.66,1237.65,-0.01,clean
T001494,2025-01-09,NC,0.03,16011.74,0.0,16011.74,480.35,480.35,0.0,clean
T001495,2025-11-18,NY,0.08,23058.14,0.0,23058.14,1844.65,1844.67,0.02,clean
T001496,2025-01-21,FL,0.07,35032.75,17057.73,17975.02,1258.25,2452.29,1194.04,tradein_credit_error
T001497,2025-03-25,FL,0.07,37861.69,19001.41,18860.28,1320.22,1508.82,188.6,rate_mismatch
T001498,2025-10-07,NY,0.08,13673.97,0.0,13673.97,1093.92,1093.89,-0.03,clean
T001499,2025-05-14,GA,0.07,18853.17,8925.26,9927.91,694.95,694.93,-0.02,clean
T001500,2025-03-20,OH,0.0725,38772.02,12708.83,26063.19,1889.58,1889.54,-0.04,clean
T001501,2025-12-23,GA,0.07,22686.61,6353.38,16333.23,1143.33,1143.3,-0.03,clean
T001502,2025-07-08,CA,0.0875,24561.93,0.0,24561.93,2149.17,2149.15,-0.02,clean
T001503,2025-07-11,NC,0.03,24598.0,6903.04,17694.96,530.85,530.82,-0.03,clean
T001504,2025-05-27,OH,0.0725,23398.01,0.0,23398.01,1696.36,1462.38,-233.98,rate_mismatch
T001505,2025-04-16,NC,0.03,18182.04,0.0,18182.04,545.46,545.44,-0.02,clean
T001506,2025-05-10,GA,0.07,18597.43,3811.43,14786.0,1035.02,1035.01,-0.01,clean
T001507,2025-07-20,AZ,0.081,26591.93,10548.3,16043.63,1299.53,1299.54,0.01,clean
T001508,2025-01-01,TX,0.0625,33803.21,0.0,33803.21,2112.7,2112.74,0.04,clean
T001509,2025-02-19,NC,0.03,13266.18,3665.63,9600.55,288.02,288.0,-0.02,clean
T001510,2025-01-18,GA,0.07,35707.1,0.0,35707.1,2499.5,2499.51,0.01,clean
T001511,2025-01-16,FL,0.07,34906.8,0.0,34906.8,2443.48,2443.51,0.03,clean
T001512,2025-12-22,FL,0.07,25593.44,0.0,25593.44,1791.54,2047.48,255.94,rate_mismatch
T001513,2025-01-16,CA,0.0875,12387.42,0.0,12387.42,1083.9,960.03,-123.87,rate_mismatch
T001514,2025-05-24,AZ,0.081,29287.79,0.0,29287.79,2372.31,2372.29,-0.02,clean
T001515,2025-12-20,NY,0.08,23326.02,10731.67,12594.35,1007.55,1007.57,0.02,clean
T001516,2025-05-27,PA,0.06,21732.08,0.0,21732.08,1303.92,1303.91,-0.01,clean
T001517,2025-10-10,OH,0.0725,25231.15,0.0,25231.15,1829.26,1829.3,0.04,clean
T001518,2025-05-30,OH,0.0725,16744.94,0.0,16744.94,1214.01,1214.01,0.0,clean
T001519,2025-05-10,PA,0.06,35097.54,0.0,35097.54,2105.85,2105.82,-0.03,clean
T001520,2025-01-22,OH,0.0725,21338.26,0.0,21338.26,1547.02,1547.05,0.03,clean
T001521,2025-10-21,OH,0.0725,16501.3,0.0,16501.3,1196.34,1196.38,0.04,clean
T001522,2025-10-06,AZ,0.081,12663.13,2553.09,10110.04,818.91,818.88,-0.03,clean
T001523,2025-07-11,OH,0.0725,25397.23,0.0,25397.23,1841.3,1841.32,0.02,clean
T001524,2025-02-24,GA,0.07,18815.36,0.0,18815.36,1317.08,1317.1,0.02,clean
T001525,2025-09-11,OH,0.0725,16647.32,9656.18,6991.14,506.86,506.83,-0.03,clean
T001526,2025-04-08,FL,0.07,11489.4,2854.31,8635.09,604.46,604.45,-0.01,clean
T001527,2025-07-03,NC,0.03,28029.7,12305.72,15723.98,471.72,471.75,0.03,clean
T001528,2025-11-22,NC,0.03,26894.68,10664.64,16230.04,486.9,486.93,0.03,clean
T001529,2025-07-16,NY,0.08,30499.42,0.0,30499.42,2439.95,2439.99,0.04,clean
T001530,2025-07-14,AZ,0.081,12475.7,0.0,12475.7,1010.53,1010.56,0.03,clean
T001531,2025-11-20,IL,0.0725,36868.98,0.0,36868.98,2673.0,2673.02,0.02,clean
T001532,2025-08-20,CA,0.0875,18591.3,0.0,18591.3,1626.74,1626.77,0.03,clean
T001533,2025-08-16,IL,0.0725,13982.78,4333.21,9649.57,699.59,699.56,-0.03,clean
T001534,2025-09-22,CA,0.0875,24189.55,0.0,24189.55,2116.59,2116.56,-0.03,clean
T001535,2025-03-21,OH,0.0725,39827.83,15646.7,24181.13,1753.13,1753.09,-0.04,clean
T001536,2025-04-04,PA,0.06,18757.92,0.0,18757.92,1125.48,1125.52,0.04,clean
T001537,2025-03-01,TX,0.0625,15252.35,7567.34,7685.01,480.31,480.3,-0.01,clean
T001538,2025-12-29,FL,0.07,24898.36,0.0,24898.36,1742.89,1742.89,0.0,clean
T001539,2025-08-05,PA,0.06,13888.48,7654.11,6234.37,374.06,374.09,0.03,clean
T001540,2025-03-12,PA,0.06,15917.3,6815.28,9102.02,546.12,546.09,-0.03,clean
T001541,2025-12-03,GA,0.07,17802.77,0.0,17802.77,1246.19,1246.21,0.02,clean
T001542,2025-01-06,IL,0.0725,21878.86,0.0,21878.86,1586.22,1586.2,-0.02,clean
T001543,2025-03-12,PA,0.06,20865.31,8182.45,12682.86,760.97,1251.92,490.95,tradein_credit_error
T001544,2025-07-18,GA,0.07,25496.94,0.0,25496.94,1784.79,1784.79,0.0,clean
T001545,2025-02-04,CA,0.0875,23917.14,0.0,23917.14,2092.75,2092.76,0.01,clean
T001546,2025-04-26,OH,0.0725,32900.71,0.0,32900.71,2385.3,2385.29,-0.01,clean
T001547,2025-11-07,IL,0.0725,33199.7,18691.54,23199.7,1681.98,1681.95,-0.03,clean
T001548,2025-11-03,NY,0.08,24815.62,0.0,24815.62,1985.25,1985.27,0.02,clean
T001549,2025-03-16,NC,0.03,31098.68,9670.31,21428.37,642.85,642.88,0.03,clean
T001550,2025-08-29,IL,0.0725,24609.69,0.0,24609.69,1784.2,1784.21,0.01,clean
T001551,2025-08-29,NY,0.08,21213.82,0.0,21213.82,1697.11,1697.09,-0.02,clean
T001552,2025-05-28,GA,0.07,26422.14,15079.85,11342.29,793.96,793.94,-0.02,clean
T001553,2025-06-21,OH,0.0725,24740.15,0.0,24740.15,1793.66,1793.69,0.03,clean
T001554,2025-03-13,NC,0.03,32027.34,0.0,32027.34,960.82,960.84,0.02,clean
T001555,2025-10-25,GA,0.07,24791.48,12125.44,12666.04,886.62,886.61,-0.01,clean
T001556,2025-11-28,AZ,0.081,32270.13,0.0,32270.13,2613.88,2613.86,-0.02,clean
T001557,2025-02-06,TX,0.0625,19437.37,0.0,19437.37,1214.84,1214.87,0.03,clean
T001558,2025-08-21,OH,0.0725,37548.36,0.0,37548.36,2722.26,2722.27,0.01,clean
T001559,2025-09-08,FL,0.07,26441.34,0.0,26441.34,1850.89,1850.91,0.02,clean
T001560,2025-01-28,CA,0.0875,12610.42,3064.14,12610.42,1103.41,1103.39,-0.02,clean
T001561,2025-12-05,AZ,0.081,25794.5,8642.25,17152.25,1389.33,1389.34,0.01,clean
T001562,2025-10-20,GA,0.07,30464.5,0.0,30464.5,2132.52,2132.49,-0.03,clean
T001563,2025-07-16,NC,0.03,18258.03,0.0,18258.03,547.74,1278.06,730.32,sourcing_error
T001564,2025-07-28,CA,0.0875,18698.8,0.0,18698.8,1636.15,1823.13,186.98,rate_mismatch
T001565,2025-08-11,GA,0.07,26086.29,0.0,26086.29,1826.04,1826.06,0.02,clean
T001566,2025-08-15,TX,0.0625,16826.08,0.0,16826.08,1051.63,1051.64,0.01,clean
T001567,2025-08-12,PA,0.06,31618.64,0.0,31618.64,1897.12,1897.13,0.01,clean
T001568,2025-07-10,CA,0.0875,16652.12,8905.15,16652.12,1457.06,1457.05,-0.01,clean
T001569,2025-05-08,PA,0.06,29424.66,0.0,29424.66,1765.48,1765.49,0.01,clean
T001570,2025-02-03,NC,0.03,23409.75,0.0,23409.75,702.29,702.31,0.02,clean
T001571,2025-08-06,NC,0.03,14807.4,0.0,14807.4,444.22,444.19,-0.03,clean
T001572,2025-10-27,PA,0.06,27619.05,0.0,27619.05,1657.14,1657.16,0.02,clean
T001573,2025-03-23,FL,0.07,14917.45,0.0,14917.45,1044.22,1044.2,-0.02,clean
T001574,2025-08-12,AZ,0.081,20011.24,0.0,20011.24,1620.91,1620.88,-0.03,clean
T001575,2025-01-27,NC,0.03,25928.83,0.0,25928.83,777.86,777.83,-0.03,clean
T001576,2025-01-09,FL,0.07,32208.49,15621.49,16587.0,1161.09,1161.06,-0.03,clean
T001577,2025-08-25,IL,0.0725,25505.8,0.0,25505.8,1849.17,1594.11,-255.06,rate_mismatch
T001578,2025-05-20,CA,0.0875,24647.41,9903.43,24647.41,2156.65,2156.62,-0.03,clean
T001579,2025-11-08,GA,0.07,33124.49,0.0,33124.49,2318.71,2318.69,-0.02,clean
T001580,2025-11-24,AZ,0.081,26689.22,15830.51,10858.71,879.56,879.58,0.02,clean
T001581,2025-10-09,IL,0.0725,25246.27,0.0,25246.27,1830.35,1830.38,0.03,clean
T001582,2025-07-27,IL,0.0725,30461.71,0.0,30461.71,2208.47,1903.86,-304.61,rate_mismatch
T001583,2025-11-04,OH,0.0725,42879.18,0.0,42879.18,3108.74,3108.73,-0.01,clean
T001584,2025-04-12,CA,0.0875,30423.13,15516.67,30423.13,2662.02,2661.99,-0.03,clean
T001585,2025-04-27,PA,0.06,35945.6,0.0,35945.6,2156.74,2156.73,-0.01,clean
T001586,2025-01-27,NC,0.03,19273.85,8789.05,10484.8,314.54,314.57,0.03,clean
T001587,2025-08-10,PA,0.06,14361.44,0.0,14361.44,861.69,861.69,0.0,clean
T001588,2025-06-30,TX,0.0625,21103.14,0.0,21103.14,1318.95,1318.93,-0.02,clean
T001589,2025-01-13,PA,0.06,24569.39,0.0,24569.39,1474.16,1474.15,-0.01,clean
T001590,2025-06-17,PA,0.06,20148.76,8196.5,11952.26,717.14,717.15,0.01,clean
T001591,2025-10-08,CA,0.0875,29804.39,0.0,29804.39,2607.88,2607.9,0.02,clean
T001592,2025-11-22,OH,0.0725,19762.69,11185.64,8577.05,621.84,707.61,85.77,rate_mismatch
T001593,2025-01-07,CA,0.0875,38713.45,16558.44,38713.45,3387.43,3387.46,0.03,clean
T001594,2025-01-01,AZ,0.081,42236.59,9080.21,33156.38,2685.67,2320.95,-364.72,sourcing_error
T001595,2025-12-11,NC,0.03,24238.34,9303.71,14934.63,448.04,448.05,0.01,clean
T001596,2025-10-08,NC,0.03,35288.35,0.0,35288.35,1058.65,1058.67,0.02,clean
T001597,2025-09-24,AZ,0.081,28565.09,0.0,28565.09,2313.77,2313.81,0.04,clean
T001598,2025-06-03,NY,0.08,24349.14,0.0,24349.14,1947.93,1947.96,0.03,clean
T001599,2025-10-12,IL,0.0725,18762.8,0.0,18762.8,1360.3,1360.3,0.0,clean
T001600,2025-07-31,FL,0.07,30197.55,0.0,30197.55,2113.83,2113.86,0.03,clean
T001601,2025-02-03,OH,0.0725,31161.51,0.0,31161.51,2259.21,2259.17,-0.04,clean
T001602,2025-07-09,OH,0.0725,15825.68,8730.12,7095.56,514.43,514.41,-0.02,clean
T001603,2025-05-05,OH,0.0725,26795.53,7065.36,19730.17,1430.44,1942.68,512.24,tradein_credit_error
T001604,2025-01-05,TX,0.0625,16816.12,0.0,16816.12,1051.01,1219.17,168.16,rate_mismatch
T001605,2025-07-07,NY,0.08,28465.42,0.0,28465.42,2277.23,2277.22,-0.01,clean
T001606,2025-01-20,GA,0.07,43229.27,9329.11,33900.16,2373.01,2373.01,0.0,clean
T001607,2025-05-17,NY,0.08,26397.8,0.0,26397.8,2111.82,2111.85,0.03,clean
T001608,2025-03-22,NY,0.08,27581.27,0.0,27581.27,2206.5,2482.31,275.81,rate_mismatch
T001609,2025-12-07,IL,0.0725,17183.34,0.0,17183.34,1245.79,1245.78,-0.01,clean
T001610,2025-05-01,GA,0.07,31767.96,0.0,31767.96,2223.76,2223.72,-0.04,clean
T001611,2025-01-31,CA,0.0875,26268.16,6385.0,26268.16,2298.46,2298.48,0.02,clean
T001612,2025-10-24,IL,0.0725,19132.55,0.0,19132.55,1387.11,1387.09,-0.02,clean
T001613,2025-08-31,NC,0.03,27894.76,0.0,27894.76,836.84,836.86,0.02,clean
T001614,2025-07-19,OH,0.0725,17830.53,0.0,17830.53,1292.71,1292.74,0.03,clean
T001615,2025-12-29,CA,0.0875,22828.36,0.0,22828.36,1997.48,1826.27,-171.21,sourcing_error
T001616,2025-05-09,TX,0.0625,22703.06,0.0,22703.06,1418.94,1418.94,0.0,clean
T001617,2025-05-23,TX,0.0625,36118.46,0.0,36118.46,2257.4,2257.41,0.01,clean
T001618,2025-06-22,GA,0.07,9190.77,0.0,9190.77,643.35,643.38,0.03,clean
T001619,2025-09-16,NY,0.08,19901.47,0.0,19901.47,1592.12,1592.14,0.02,clean
T001620,2025-08-21,PA,0.06,39475.99,0.0,39475.99,2368.56,1973.8,-394.76,rate_mismatch
T001621,2025-08-31,NY,0.08,32956.3,0.0,32956.3,2636.5,2636.51,0.01,clean
T001622,2025-08-19,NC,0.03,19709.61,0.0,19709.61,591.29,591.25,-0.04,clean
T001623,2025-08-19,AZ,0.081,19126.17,4190.65,14935.52,1209.78,1209.77,-0.01,clean
T001624,2025-09-14,TX,0.0625,34423.26,0.0,34423.26,2151.45,2151.46,0.01,clean
T001625,2025-05-28,NY,0.08,31307.05,0.0,31307.05,2504.56,2504.52,-0.04,clean
T001626,2025-08-08,CA,0.0875,14424.38,0.0,14424.38,1262.13,1262.1,-0.03,clean
T001627,2025-05-30,CA,0.0875,28288.06,0.0,28288.06,2475.21,2475.19,-0.02,clean
T001628,2025-10-05,CA,0.0875,28798.62,0.0,28798.62,2519.88,2231.89,-287.99,rate_mismatch
T001629,2025-02-03,FL,0.07,31275.71,0.0,31275.71,2189.3,2189.33,0.03,clean
T001630,2025-10-01,FL,0.07,23668.52,11057.92,12610.6,882.74,882.73,-0.01,clean
T001631,2025-04-07,NY,0.08,25329.06,0.0,25329.06,2026.32,2026.31,-0.01,clean
T001632,2025-09-25,NC,0.03,32460.08,0.0,32460.08,973.8,973.82,0.02,clean
T001633,2025-02-23,CA,0.0875,32193.4,0.0,32193.4,2816.92,2816.93,0.01,clean
T001634,2025-12-24,PA,0.06,13886.81,0.0,13886.81,833.21,833.22,0.01,clean
T001635,2025-04-12,TX,0.0625,35773.67,9846.07,25927.6,1620.48,1620.47,-0.01,clean
T001636,2025-01-04,FL,0.07,39912.34,0.0,39912.34,2793.86,2793.87,0.01,clean
T001637,2025-08-31,FL,0.07,24256.04,0.0,24256.04,1697.92,1697.93,0.01,clean
T001638,2025-05-06,FL,0.07,20714.01,0.0,20714.01,1449.98,1450.02,0.04,clean
T001639,2025-12-23,NC,0.03,19566.75,0.0,19566.75,587.0,782.67,195.67,rate_mismatch
T001640,2025-02-08,TX,0.0625,24337.04,0.0,24337.04,1521.07,1521.1,0.03,clean
T001641,2025-09-26,FL,0.07,26617.22,0.0,26617.22,1863.21,1863.18,-0.03,clean
T001642,2025-10-23,AZ,0.081,18486.98,0.0,18486.98,1497.45,1497.45,0.0,clean
T001643,2025-02-10,IL,0.0725,32337.15,0.0,32337.15,2344.44,2344.41,-0.03,clean
T001644,2025-07-26,NC,0.03,30481.35,17299.24,13182.11,395.46,914.44,518.98,tradein_credit_error
T001645,2025-02-18,PA,0.06,38411.01,0.0,38411.01,2304.66,2304.66,0.0,clean
T001646,2025-05-16,FL,0.07,17069.84,0.0,17069.84,1194.89,1194.9,0.01,clean
T001647,2025-02-23,NY,0.08,27275.55,7838.1,19437.45,1555.0,1749.37,194.37,rate_mismatch
T001648,2025-10-23,IL,0.0725,31780.94,0.0,31780.94,2304.12,2304.13,0.01,clean
T001649,2025-04-09,NY,0.08,32797.4,0.0,32797.4,2623.79,2623.77,-0.02,clean
T001650,2025-03-05,TX,0.0625,29206.82,0.0,29206.82,1825.43,1825.41,-0.02,clean
T001651,2025-03-07,GA,0.07,26018.44,0.0,26018.44,1821.29,1821.27,-0.02,clean
T001652,2025-01-24,GA,0.07,29877.03,0.0,29877.03,2091.39,2091.4,0.01,clean
T001653,2025-02-26,CA,0.0875,32971.08,8004.77,32971.08,2884.97,2885.0,0.03,clean
T001654,2025-06-16,AZ,0.081,40599.97,0.0,40599.97,3288.6,3288.57,-0.03,clean
T001655,2025-07-19,IL,0.0725,21525.76,0.0,21525.76,1560.62,1560.6,-0.02,clean
T001656,2025-08-10,PA,0.06,23634.34,13130.64,10503.7,630.22,630.25,0.03,clean
T001657,2025-03-14,IL,0.0725,20117.14,10211.89,10117.14,733.49,733.5,0.01,clean
T001658,2025-08-19,AZ,0.081,18201.89,0.0,18201.89,1474.35,1474.32,-0.03,clean
T001659,2025-05-01,NY,0.08,27624.23,0.0,27624.23,2209.94,2209.94,0.0,clean
T001660,2025-12-20,AZ,0.081,15155.16,0.0,15155.16,1227.57,1076.02,-151.55,rate_mismatch
T001661,2025-05-04,IL,0.0725,35718.73,0.0,35718.73,2589.61,2589.64,0.03,clean
T001662,2025-11-18,TX,0.0625,24311.31,0.0,24311.31,1519.46,1519.45,-0.01,clean
T001663,2025-06-24,OH,0.0725,8869.8,2158.79,6711.01,486.55,486.53,-0.02,clean
T001664,2025-07-25,NC,0.03,28237.86,0.0,28237.86,847.14,847.17,0.03,clean
T001665,2025-06-16,GA,0.07,12870.95,0.0,12870.95,900.97,901.01,0.04,clean
T001666,2025-01-09,TX,0.0625,28750.68,16053.52,12697.16,793.57,793.59,0.02,clean
T001667,2025-02-22,CA,0.0875,28522.67,0.0,28522.67,2495.73,2495.7,-0.03,clean
T001668,2025-05-12,AZ,0.081,10461.6,0.0,10461.6,847.39,847.37,-0.02,clean
T001669,2025-06-24,AZ,0.081,36934.99,0.0,36934.99,2991.73,2991.75,0.02,clean
T001670,2025-01-23,TX,0.0625,23883.34,0.0,23883.34,1492.71,1492.69,-0.02,clean
T001671,2025-07-30,NY,0.08,35214.07,14137.75,21076.32,1686.11,1686.13,0.02,clean
T001672,2025-10-12,TX,0.0625,28914.11,6910.6,22003.51,1375.22,1375.19,-0.03,clean
T001673,2025-01-24,PA,0.06,29910.49,8483.46,21427.03,1285.62,1285.59,-0.03,clean
T001674,2025-03-02,AZ,0.081,29722.83,0.0,29722.83,2407.55,2407.58,0.03,clean
T001675,2025-03-23,OH,0.0725,23837.4,8338.66,15498.74,1123.66,1123.63,-0.03,clean
T001676,2025-08-01,IL,0.0725,15494.78,8135.38,7359.4,533.56,533.6,0.04,clean
T001677,2025-10-30,CA,0.0875,35727.88,0.0,35727.88,3126.19,3126.23,0.04,clean
T001678,2025-08-06,NC,0.03,17442.77,0.0,17442.77,523.28,523.3,0.02,clean
T001679,2025-01-11,FL,0.07,18083.04,0.0,18083.04,1265.81,1265.84,0.03,clean
T001680,2025-04-28,PA,0.06,30039.72,0.0,30039.72,1802.38,1802.4,0.02,clean
T001681,2025-03-11,TX,0.0625,13231.33,7281.46,5949.87,371.87,371.84,-0.03,clean
T001682,2025-10-03,AZ,0.081,25480.47,0.0,25480.47,2063.92,2063.89,-0.03,clean
T001683,2025-08-07,GA,0.07,24177.48,0.0,24177.48,1692.42,1692.39,-0.03,clean
T001684,2025-11-21,CA,0.0875,25359.84,0.0,25359.84,2218.99,2218.95,-0.04,clean
T001685,2025-01-06,TX,0.0625,31318.64,0.0,31318.64,1957.42,1957.44,0.02,clean
T001686,2025-10-27,FL,0.07,14480.03,0.0,14480.03,1013.6,1013.59,-0.01,clean
T001687,2025-11-19,OH,0.0725,30369.53,0.0,30369.53,2201.79,2201.79,0.0,clean
T001688,2025-05-29,CA,0.0875,30488.02,0.0,30488.02,2667.7,2667.68,-0.02,clean
T001689,2025-09-25,TX,0.0625,36260.77,9800.92,26459.85,1653.74,1918.34,264.6,rate_mismatch
T001690,2025-08-28,AZ,0.081,11687.57,0.0,11687.57,946.69,946.66,-0.03,clean
T001691,2025-09-22,OH,0.0725,19936.96,6999.64,12937.32,937.96,938.0,0.04,clean
T001692,2025-07-09,OH,0.0725,28023.15,0.0,28023.15,2031.68,2031.69,0.01,clean
T001693,2025-01-28,PA,0.06,22530.66,9932.44,12598.22,755.89,629.91,-125.98,rate_mismatch
T001694,2025-03-06,FL,0.07,13780.88,0.0,13780.88,964.66,964.69,0.03,clean
T001695,2025-09-28,NY,0.08,30082.52,0.0,30082.52,2406.6,2406.6,0.0,clean
T001696,2025-07-13,GA,0.07,29513.63,13549.62,15964.01,1117.48,2065.95,948.47,tradein_credit_error
T001697,2025-07-24,NY,0.08,26995.35,0.0,26995.35,2159.63,2159.61,-0.02,clean
T001698,2025-08-03,GA,0.07,30604.31,14962.44,15641.87,1094.93,1094.9,-0.03,clean
T001699,2025-01-21,CA,0.0875,32693.64,0.0,32693.64,2860.69,2860.67,-0.02,clean
T001700,2025-01-22,OH,0.0725,17831.23,0.0,17831.23,1292.76,1292.8,0.04,clean
T001701,2025-01-12,AZ,0.081,28208.14,0.0,28208.14,2284.86,2284.86,0.0,clean
T001702,2025-01-12,IL,0.0725,31071.73,0.0,31071.73,2252.7,2252.74,0.04,clean
T001703,2025-06-19,NC,0.03,29715.89,13194.99,16520.9,495.63,495.67,0.04,clean
T001704,2025-05-30,NC,0.03,19122.38,0.0,19122.38,573.67,573.66,-0.01,clean
T001705,2025-12-29,CA,0.0875,15955.47,0.0,15955.47,1396.1,1396.1,0.0,clean
T001706,2025-03-05,NY,0.08,25309.03,0.0,25309.03,2024.72,2024.7,-0.02,clean
T001707,2025-07-27,OH,0.0725,27595.06,0.0,27595.06,2000.64,2000.67,0.03,clean
T001708,2025-11-10,FL,0.07,30749.1,0.0,30749.1,2152.44,2152.46,0.02,clean
T001709,2025-09-26,CA,0.0875,35405.32,9698.63,35405.32,3097.97,3097.97,0.0,clean
T001710,2025-03-07,OH,0.0725,33243.93,0.0,33243.93,2410.18,2410.16,-0.02,clean
